Tipo de paro;STATUS;Equipo ;Area que presenta la falla;Componente del area del equipo que presenta falla;Descripción breve ;Descripcion larga;Descubrimiento de la Falla;Síntoma de la falla;IMPacto de la falla;Tipo de falla;Causa de la falla;"Hora del INICIO del trabajo
";"Hora de FINALIZACIÓN del trabajo
";Duracion de trabajo;Nombre del equipo nuevo;Código del componente;HORA INICIO;HORA FIN;WEEK;DAY;Cantidad de tecnicos;Horas hombre;;;
MC;No operat.;Mobile Harbour Crane - 10;Spreader Control [MHC04.29];Spreader Control-Cable Reel [MHC04.29.069];Falla cable reel;Se contiunua revisando la falla, no se logra determinar la causa, al parecer esta cortado el cable y adicional a eso esta dando una falla en la parte superior de la pluma se debera bajar la misma y continuar revisando;103 MANTENIMIENTO;602 Pérdida de desempeño;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;14:00:00;17:00:00;3,00;MHC04_;MHC04.29.069;miércoles, 7 de junio de 2023;miércoles, 7 de junio de 2023;23;7;3;9;;;
MP;Operativa;Reach Stacker - 42;Powertrain [RS07.24];Powertrain-Parking Brake [RS07.24.253];continuacion de puesta en marcha de la maquina;se continua realizando reparaciones en la maquina se emprolija el cableado , se cambia fichas del sensor de presion de sistema hidraulico, luego se realizo el cambio del fusible del sistema de parking no liberaba el freno, se entrega a operaciones y la prueban en la operativa;103 MANTENIMIENTO;602 Pérdida de desempeño;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;15:00:00;20:00:00;5,00;RS07_;RS07.24.253;miércoles, 7 de junio de 2023;miércoles, 7 de junio de 2023;23;7;2;10;;;
BD;Operativa;Rubber Tyred Gantry Crane - K28;Spreader [RTG09.30];Spreader-Control System [RTG09.30.105];Se apago el spreader;se apaga el spreader, se asiste y se enciende los driver, durante la revision se apago la maquina y se le indico al operador que la encendiera y estando en remoto no permitia encenderla, se movio la perilla a local y luego a remoto y alli permitio encenderla, se debera revisar el sistema electrico asociado a esa perilla;102 OPERACIONES;602 Pérdida de desempeño;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;14:57:00;15:22:00;0,42;RTG09_;RTG09.30.105;miércoles, 7 de junio de 2023;miércoles, 7 de junio de 2023;23;7;2;0,833333333;;;
BD;Operativa;Mobile Harbour Crane - 12;Spreader [MHC06.30];Spreader-Control System-Twin Twenty Detection Sys [MHC06.30.105.148];no da señal de trabado;el operador indica que no le da señal de trabado los twins, se revisa sensores estaban dando la señal y aun asi no permitia trabar, se decide realizar el remplazo del spreader y se trae al taller el spreader;102 OPERACIONES;602 Pérdida de desempeño;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;16:03:00;16:40:00;0,62;MHC06_;MHC06.30.105.148;miércoles, 7 de junio de 2023;miércoles, 7 de junio de 2023;23;7;2;1,233333333;;;
BD;No operat.;Reach Stacker - 40;Control System [RS05.02];Control System-Encod./Limit Sw./Sens. [RS05.02.139];CORTA ELEVACION;Se trae la maquina al taller se revisa y se encuentra que al levantar un contenedor no tiene fuerza la maquina, se revisa el diesel para ver si hay alguna manguera suelta del sistema del turbo y esta todo bien, queda pendiente seguir revisandola, se le da prioridad a armar el spreader 18;102 OPERACIONES;602 Pérdida de desempeño;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;17:09:00;17:20:00;0,18;RS05_;RS05.02.139;miércoles, 7 de junio de 2023;miércoles, 7 de junio de 2023;23;7;2;0,366666667;;;
MC;Operativa;Spreader - 18;Twin System [SP03.95];Twin System-Hydraulic Cylinder [SP03.95.199];cilindro de twinslock desconectados;Se trae al taller el spreader abierto, se cierra y se conectan las manguera de todos los cilindros de twinslock, habia un cilindro con la base del racor rota se remplaza el mismo se prueba en el taller y giran todos los pinos se lleva hasta la zona del muelle falto probarlo en la grua;103 MANTENIMIENTO;602 Pérdida de desempeño;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;18:50:00;19:47:00;0,95;SP03_;SP03.95.199;miércoles, 7 de junio de 2023;miércoles, 7 de junio de 2023;23;7;2;1,9;;;
BD;Operativa;Rubber Tyred Gantry Crane - K16;Gantry [RTG03.07];Gantry-Tire/Rim [RTG03.07.329];NO GIRA BOOGIE;Se asiste para posicionar los buguie de forma manual;102 OPERACIONES;602 Pérdida de desempeño;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;18:30:00;19:00:00;0,50;RTG03_;RTG03.07.329;miércoles, 7 de junio de 2023;miércoles, 7 de junio de 2023;23;7;2;1;;;
AO;No operat.;Forklift - 104;Powertrain [FL04.24];Powertrain-Engine-Cooling System [FL04.24.141.204];FALTA DE REFRIGERANTE;operaciones informa que la maquina se apago que no tiene refrigerante, la traen al taller ;102 OPERACIONES;601 Paro;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;18:32:00;18:40:00;0,13;FL04_;FL04.24.141.204;miércoles, 7 de junio de 2023;miércoles, 7 de junio de 2023;23;7;2;0,266666667;;;
AO;Operativa;Rubber Tyred Gantry Crane - K3;Control System [RTG07.02];Control System-PLC [RTG07.02.259];APAGADO DRIVERS;Se asiste y se encienden los drivers;102 OPERACIONES;601 Paro;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;19:01:00;19:20:00;0,32;RTG07_;RTG07.02.259;miércoles, 7 de junio de 2023;miércoles, 7 de junio de 2023;23;7;2;0,633333333;;;
MC;No operat.;Rubber Tyred Gantry Crane - K26;Powertrain [RTG06.24];Powertrain-Main Engine (1) [RTG06.24.600];Continuación montaje generador y motor diesel;Personal de MERAKI continúa con montaje de generador, motor diesel y se instala bomba manuales de aceite de motor y refrigerante, se colocan las protecciones del radiador, sacar los cajetines de elctricidad averiados, se emprolija cableado del motor a la ficha queda instalado y se toman medida de mangueras estan  dañadas;103 MANTENIMIENTO;609 Roto/doblado;203 Impacto Operacional;301 Falla Mecánica;403 Daño;15:00:00;22:00:00;7,00;RTG06_;RTG06.24.600;miércoles, 7 de junio de 2023;miércoles, 7 de junio de 2023;23;7;2;14;;;
MC;No operat.;Reach Stacker - 38;Operator Cabin [RS03.01];Operator Cabin [RS03.01];lavado de la maquina;Se inicia el lavado de la maquina  para posteriormente comenzar con los mp ;103 MANTENIMIENTO;602 Pérdida de desempeño;203 Impacto Operacional;399  No hay falla;404 Relacionado a Mantenimiento;20:30:00;22:00:00;1,50;RS03_;RS03.01;miércoles, 7 de junio de 2023;miércoles, 7 de junio de 2023;23;7;2;3;;;
MC;Operativa;Empty Handler - 45;"Electrical System ""[EH02.09]";Electrical System-Lighting [EH02.09.213];Reflector delantero ;No funciona reflector delantero derecho. Se reemplaza el mismo;102 OPERACIONES;602 Pérdida de desempeño;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;01:10:00;01:50:00;0,67;EH02_;EH02.09.213;miércoles, 7 de junio de 2023;miércoles, 7 de junio de 2023;23;8;3;2;;;
MC;Operativa;Reach Stacker - 40;Hydraulic System [RS05.15];Hydraulic System [RS05.15];Falla en cilindro de elevación;Reparación cableado cilindro de elevacion izquierdo;103 MANTENIMIENTO;601 Paro;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;01:50:00;06:00:00;4,17;RS05_;RS05.15;miércoles, 7 de junio de 2023;miércoles, 7 de junio de 2023;23;8;3;12,5;;;
MC;Operativa;Reach Stacker - 42;Control System [RS07.02];Control System-Alarm System [RS07.02.131];Maquina no tracciona;Se detecta ramal de cables con pines sueltos que provoca señalizacion de multiple fallas en kdisplay de cabina. Se corrige cableado. OK;102 OPERACIONES;601 Paro;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;01:50:00;23:40:00;21,83;RS07_;RS07.02.131;miércoles, 7 de junio de 2023;miércoles, 7 de junio de 2023;23;8;2;43,66666667;;;
MP;Operativa;Rubber Tyred Gantry Crane - K16;Rubber Tyred Gantry Crane - 03 [RTG03];Rubber Tyred Gantry Crane - 03 [RTG03];MP;MP de naquina;103 MANTENIMIENTO;601 Paro;203 IMPacto Operacional;399  No hay falla;404 Relacionado a Mantenimiento;00:00:00;06:00:00;6,00;RTG03_;#N/A;miércoles, 7 de junio de 2023;miércoles, 7 de junio de 2023;23;8;2;12;;;
MP;Operativa;Reach Stacker - 38;Reach Stacker - 03 [RS03];Reach Stacker - 03 [RS03];MP;MP de maquina;103 MANTENIMIENTO;601 Paro;203 IMPacto Operacional;399  No hay falla;404 Relacionado a Mantenimiento;23:00:00;06:00:00;7,00;RS03_;#N/A;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;8;2;14;;;
AO;Operativa;Mobile Harbour Crane - 09;Spreader Control [MHC03.29];Spreader Control [MHC03.29];Falla Sensor de twins;Reset de falla;102 OPERACIONES;601 Paro;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;02:05:00;02:18:00;0,22;MHC03_;MHC03.29;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;8;3;0,65;;;
BD;No operat.;Forklift - 103;Electrical System [FL03.09];Electrical System [FL03.09];No enciende Panel;Se asiste a maquina, no llega tensión al panel. Se deja fuera de servicio con candado y etiqueta de bloqueo;103 MANTENIMIENTO;601 Paro;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;01:10:00;01:40:00;0,50;FL03_;FL03.09;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;8;3;1,5;;;
BD;No operat.;Forklift - 104;Powertrain [FL04.24];Powertrain-Engine-Cooling System [FL04.24.141.204];Paro de maquina por recalentamiento;Se asiste a maquina por recalentamiento - Se encuentra correa de ventilador cortada. Se deja maquina fuera de servicio con candado y etiqueta de bloqueo LOTO para enfriar y poder cambiar correa.;103 MANTENIMIENTO;601 Paro;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;05:00:00;05:15:00;0,25;FL04_;FL04.24.141.204;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;8;3;0,75;;;
AO;Operativa;Rubber Tyred Gantry Crane - K11;Spreader [RTG02.30];Spreader [RTG02.30];Pinoi trabado;Se asiste a destrabar tacho;102 OPERACIONES;601 Paro;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;05:10:00;05:25:00;0,25;RTG02_;RTG02.30;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;8;3;0,75;;;
MC;Operativa;Mobile Harbour Crane - 08;Mobile Harbour Crane - 02 [MHC02];Mobile Harbour Crane - 02 [MHC02];tinta;se procede a realizar tintas en las gruas  8, 9 , 10;102 OPERACIONES;601 Paro;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;07:00:00;15:00:00;8,00;MHC02_;#N/A;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;8;3;24;;;
MC;No operat.;Spreader - 23;Tower System [SP08.96];Tower System-Chain [SP08.96.081];rodamiento de piñon de tower roto;se corta perno para sacar piñon y cambiar rodamiento, no hay repuesto en pañol, se le va a sacar al spr 17 ;102 OPERACIONES;601 Paro;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;07:00:00;15:00:00;8,00;SP08_;SP08.96.081;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;8;2;16;;;
MC;Seguimiento;Spreader - 22;Twin System [SP07.95];Twin System-Locking System [SP07.95.226];falla de trabado ;se realiza control de movimientos , se controlan cables y se repara llave de comando de destrabado de twin , falta probar en grua ,;102 OPERACIONES;601 Paro;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;07:00:00;13:00:00;6,00;SP07_;SP07.95.226;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;8;2;12;;;
MP;Seguimiento;Reach Stacker - 38;Reach Stacker - 03 [RS03];Rubber Tyred Gantry Crane - 03 [RTG03];mantenimiento preventivo ;se realiza mantenimiento preventivo según planillas ;103 MANTENIMIENTO;601 Paro;203 Impacto Operacional;399  No hay falla;404 Relacionado a Mantenimiento;07:00:00;15:00:00;8,00;RS03_;#N/A;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;8;2;16;;;
MP;Seguimiento;Rubber Tyred Gantry Crane - K16;Rubber Tyred Gantry Crane - 03 [RTG03];;mantenimiento preventivo;se realiza mantenimiento preventivo según planillas ;103 MANTENIMIENTO;601 Paro;203 Impacto Operacional;399  No hay falla;404 Relacionado a Mantenimiento;07:00:00;15:00:00;8,00;RTG03_;#N/A;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;8;2;16;;;
BD;Operativa;Forklift - 102;Powertrain [FL02.24];Powertrain-Engine-Cooling System [FL02.24.141.204];no arranca;se realiza asistencia con carrito de baterias para hacerlo arrancar;102 OPERACIONES;601 Paro;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;07:30:00;07:45:00;0,25;FL02_;FL02.24.141.204;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;8;2;0,5;;;
FR;No operat.;Forklift - 102;Powertrain [FL02.24];Powertrain-Engine [FL02.24.141];perdida de aceite;se revisa y encuentra reten de cigüeñal roto.se deja fuera de servicio para pedir repiuestos y programar reparacion ;102 OPERACIONES;601 Paro;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;09:10:00;09:30:00;0,33;FL02_;FL02.24.141;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;8;2;0,666666667;;;
BD;No operat.;Reach Stacker - 42;Powertrain [RS07.24];Powertrain-Engine [RS07.24.141];falla de teMPeratura;se revisa y encuentra correa cortada . Se espera q enfrire motor y se lleva a taller para reparar;102 OPERACIONES;601 Paro;203 IMPacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;10:00:00;14:00:00;4,00;RS07_;RS07.24.141;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;8;2;8;;;
BD;Operativa;Rubber Tyred Gantry Crane - K31;Rubber Tyred Gantry Crane - 10 [RTG10];Rubber Tyred Gantry Crane - 10 [RTG10];no encienden drivers;se resetea electricamente;102 OPERACIONES;601 Paro;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;09:45:00;10:10:00;0,42;RTG10_;#N/A;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;8;2;0,833333333;;;
MC;No operat.;Forklift - 103;Powertrain [FL03.24];Powertrain-Engine-Start Motor [FL03.24.141.482];no arranca;se revisa y se cambia motor de arranque, no prende el tablero , no hay repuesto ;102 OPERACIONES;601 Paro;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;;;;FL03_;FL03.24.141.482;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;8;0;0;;;
AO;Operativa;Rubber Tyred Gantry Crane - K20;Main Hoist [RTG05.05];Main Hoist-Anti-Sway System [RTG05.05.015];;se pone en mantenimiento por cable flojos ;102 OPERACIONES;601 Paro;203 Impacto Operacional;;;;;;RTG05_;RTG05.05.015;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;8;0;0;;;
BD;Operativa;Reach Stacker - 43;Powertrain [RS08.24];Powertrain-Transmission-Pump [RS08.24.337.015];no acelera ;Se resetea la unidad por no traccionar ;102 OPERACIONES;601 Paro;203 Impacto Operacional;;;;;;RS08_;RS08.24.337.015;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;8;0;0;;;
BD;Operativa;Rubber Tyred Gantry Crane - K24;Main Hoist [RTG08.05];Main Hoist-Anti-Sway System [RTG08.05.015];;se pone en mantenimiento por cable flojos ;;;;;;;;;RTG08_;RTG08.05.015;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;8;0;0;;;
Preoperativo;Operativa;Mobile Harbour Crane - 09;Mobile Harbour Crane - 03 [MHC03];NO ID;;se realiza preoperativo con hs 36583    , con spr 21    , con nivel hidrulico 10742    MA ;103 MANTENIMIENTO;601 Paro;203 Impacto Operacional;399  No hay falla;404 Relacionado a Mantenimiento;07:00:00;09:00:00;2,00;MHC03_;#N/A;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;8;3;6;;;
Preoperativo;Operativa;Mobile Harbour Crane - 08;Mobile Harbour Crane - 02 [MHC02];NO ID;;se realiza preoperativo con hs 37546    , con spr 16   , con nivel hidrulico  9896  MA ;103 MANTENIMIENTO;601 Paro;203 Impacto Operacional;399  No hay falla;404 Relacionado a Mantenimiento;09:00:00;11:00:00;2,00;MHC02_;#N/A;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;8;3;6;;;
Preoperativo;Operativa;Mobile Harbour Crane - 11;Mobile Harbour Crane - 05 [MHC05];NO ID;;se realiza preoperativo con hs 4604    , con spr 19   , con nivel hidrulico 11000    MA ;103 MANTENIMIENTO;601 Paro;203 Impacto Operacional;399  No hay falla;404 Relacionado a Mantenimiento;11:00:00;13:00:00;2,00;MHC05_;#N/A;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;8;3;6;;;
Preoperativo;Operativa;Mobile Harbour Crane - 12;Mobile Harbour Crane - 06 [MHC06];NO ID;;se realiza preoperativo con hs 3865    , con spr 20   , con nivel hidrulico 14320    MA ;103 MANTENIMIENTO;601 Paro;203 Impacto Operacional;399  No hay falla;404 Relacionado a Mantenimiento;13:00:00;15:00:00;2,00;MHC06_;#N/A;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;8;3;6;;;
MC;Seguimiento;Mobile Harbour Crane - 10;Electrical System [MHC04.09];Electrical System [MHC04.09];;se continua con la falla del cable drum , se encuentra manguito roto y cable rell desconectado , se continua trabajando para su reparacion .;103 MANTENIMIENTO;601 Paro;203 Impacto Operacional;399  No hay falla;404 Relacionado a Mantenimiento;07:00:00;15:00:00;8,00;MHC04_;#N/A;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;8;3;24;;;
MP;Operativa;Reach Stacker - 38;Spreader Comp. [RS03.14];Spreader Comp.-Hydraulic Cylinder-Tilting Cyl. [RS03.14.199.132];PARADA PROGRAMADA-MANTENIMIENTO PREVENTIVO;MANTENIMIENTO PREVENTIVO  + CORRECTIVO-ENGRASE-REPARACION Y ENCINTADO DE ARNES SIN PROTECCION- PENDIENTE REPARAR PERDIDA EN EL GIRO DEL SPREADER;103 MANTENIMIENTO;699 No aplica;203 Impacto Operacional;303 Falla de Control;404 Relacionado a Mantenimiento;14:00:00;22:00:00;8,00;RS03_;RS03.14.199.132;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;8;2;16;;;
MP;No operat.;Rubber Tyred Gantry Crane - K16;Powertrain [RTG03.24];Powertrain-Main Engine (1) [RTG03.24.600];PARADA PROGRAMADA-MANTENIMIENTO PREVENTIVO;SE REALIZAR LA INSTALACION DE LA BUTACA, SE ENGRASO PARTE DE ARRIBA DEL CARRO QUEDA PENDIENTES ITEMS;103 MANTENIMIENTO;699 No aplica;203 Impacto Operacional;399  No hay falla;404 Relacionado a Mantenimiento;14:00:00;22:00:00;8,00;RTG03_;RTG03.24.600;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;8;2;16;;;
MC;Operativa;Reach Stacker - 42;Powertrain [RS07.24];Powertrain-Engine-Cooling System [RS07.24.141.204];SE CORTO CORREA;SE CORTO CORREA MULTIV- SE DEBIA CAMBIAR EL TENSOR LISO DE CORREA- NO HABIA REPUESTO- SE COLOCO USADO PARA DEJAR EL EQUIPO OPERATIVO;102 OPERACIONES;601 Paro;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;14:00:00;17:00:00;3,00;RS07_;RS07.24.141.204;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;8;2;6;;;
MC;No operat.;Rubber Tyred Gantry Crane - K26;Powertrain [RTG06.24];Powertrain [RTG06.24];ARMADO DE PERIFERICOS;MONTAJE DE PERIFERICOS DE MOTOR Y GENERADOR;103 MANTENIMIENTO;601 Paro;203 Impacto Operacional;301 Falla Mecánica;403 Daño;14:00:00;22:00:00;8,00;RTG06_;RTG06.24;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;8;2;16;;;
BD;Operativa;Reach Stacker - 40;Spreader Comp. [RS05.14];Spreader Comp.-Frame [RS05.14.163];TRABO CUADRANTE;SE TRABO CUADRANTE;103 MANTENIMIENTO;602 Pérdida de desempeño;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;14:08:00;14:20:00;0,20;RS05_;RS05.14.163;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;8;2;0,4;;;
BD;Operativa;Rubber Tyred Gantry Crane - K20;Spreader Control [RTG05.29];Spreader Control-Electrical Drive [RTG05.29.125];APAGO SEMAFORO;SE APAGO SEMAFORO, AL REVISAR EL OPERADOR HABIA APOYADO MAL EN CONTENEDOR;103 MANTENIMIENTO;602 Pérdida de desempeño;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;15:14:00;15:21:00;0,12;RTG05_;RTG05.29.125;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;8;2;0,233333333;;;
AO;Operativa;Rubber Tyred Gantry Crane - K31;Control System [RTG10.02];Control System-PLC [RTG10.02.259];APAGADO DRIVERS;SE RESETEA DRIVERS, LA MAQUINA NO PERMITIA TRASLADAR SE ENCUENTRA FALLA EN EL BOOGUI n°, ESTABA LA CAJA ELECTRICA ADHERIDA CON PEGAMENTO SE ANULA ELECTRICAMENTE Y SE LIBRA LOS FRENOS, NO CRUZA DE CALLE;103 MANTENIMIENTO;602 Pérdida de desempeño;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;15:27:00;15:35:00;0,13;RTG10_;RTG10.02.259;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;8;2;0,266666667;;;
AO;Operativa;Rubber Tyred Gantry Crane - K11;Control System [RTG02.02];Control System-PLC [RTG02.02.259];APAGADO DRIVERS;SE RESETEA DRIVERS;103 MANTENIMIENTO;602 Pérdida de desempeño;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;16:15:00;16:20:00;0,08;RTG02_;RTG02.02.259;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;8;2;0,166666667;;;
AO;Operativa;Mobile Harbour Crane - 09;Spreader Control [MHC03.29];Spreader Control-Hydraulic System [MHC03.29.203];BOMBA SIN ENERGIA;SALTO TERMICA DE BOMBA HIDRAULICA;103 MANTENIMIENTO;602 Pérdida de desempeño;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;16:16:00;16:25:00;0,15;MHC03_;MHC03.29.203;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;8;2;0,3;;;
AO;Operativa;Rubber Tyred Gantry Crane - K31;Control System [RTG10.02];Control System-PLC [RTG10.02.259];APAGADO DRIVERS;SE RESETEA DRIVERS;103 MANTENIMIENTO;602 Pérdida de desempeño;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;16:20:00;16:25:00;0,08;RTG10_;RTG10.02.259;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;8;2;0,166666667;;;
BD;Operativa;Reach Stacker - 38;Spreader Comp. [RS03.14];Spreader Comp.-Twistlock System-Landing Pin [RS03.14.345.060];NO GIRA TWISLOCK;sE TRAE LA MAQUINA AL TALLER Y SE ENCUENTRANROTOS LOS BULONES DE LA VARA QUE UNO LOS CILINDRO DE LOS PINOS, SE REPONEN SE PRUEBA Y QUEDA OPERATIVA;102 OPERACIONES;602 Pérdida de desempeño;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;18:00:00;18:20:00;0,33;RS03_;RS03.14.345.060;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;8;2;0,666666667;;;
BD;Operativa;Reach Stacker - 43;Powertrain [RS08.24];Powertrain-Engine-Start Motor [RS08.24.141.482];SE ACELERA MOTOR;SE REINICIA LA MAQUINA Y SE AJUSTA EL PEDAL, SE DEBERA REALIZAR EL REMPLAZO DEL MISMO;102 OPERACIONES;602 Pérdida de desempeño;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;18:38:00;18:50:00;0,20;RS08_;RS08.24.141.482;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;8;2;0,4;;;
BD;Operativa;Rubber Tyred Gantry Crane - K17;Gantry [RTG04.07];Gantry-Anti-Collis Crane-Crane-P001 [RTG04.07.013.P001];Equipo no traslada;SE NORMALIZA EL BIGOTE DE GATO ACTIVO Y PERMITE TRASLADAR;102 OPERACIONES;602 Pérdida de desempeño;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;19:22:00;19:28:00;0,10;RTG04_;RTG04.07.013.P001;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;8;2;0,2;;;
AO;Operativa;Rubber Tyred Gantry Crane - K11;Spreader Control [RTG02.29];Spreader Control [RTG02.29];se apaga spreader;SE ASISTE Y SE ENCIENDEN LOS DRIVER;102 OPERACIONES;602 Pérdida de desempeño;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;20:56:00;21:09:00;0,22;RTG02_;RTG02.29;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;8;2;0,433333333;;;
AO;Seguimiento;Mobile Harbour Crane - 12;Under Carriage [MHC06.42];Under Carriage-Tire/Rim [MHC06.42.329];SE PINCHO UNA DE LA RUEDAS;EL OPERADOR INDICA QUE SE LE EXPLOTO UNA DE LAS RUEDAS, SE DEBERA PROGRAMAR EL REMPLAZO ;102 OPERACIONES;602 Pérdida de desempeño;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;20:05:00;20:10:00;0,08;MHC06_;MHC06.42.329;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;8;2;0,166666667;;;
MC;Operativa;Spreader - 23;Tower System [SP08.96];Tower System-Gearbox [SP08.96.173];CAMBIO DE RODAMIENTO;SE DESMONTO LOS PIÑONES DE SPREADER DE LA K17 Y SE INSTALARON EN EL SPREADER 23 CON RODAMIENTOS NUEVOS;103 MANTENIMIENTO;602 Pérdida de desempeño;203 Impacto Operacional;301 Falla Mecánica;404 Relacionado a Mantenimiento;14:00:00;19:00:00;5,00;SP08_;SP08.96.173;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;8;2;10;;;
AO;Operativa;Rubber Tyred Gantry Crane - K11;Powertrain [RTG02.24];Powertrain-Main Engine (1)-Engine Control [RTG02.24.600.205];Equipo no traslada;Personal de la guardia observa que el motor estaba en velocidad ralenti, lo pone en full speed y funciona con normalidad.;102 OPERACIONES;602 Pérdida de desempeño;203 Impacto Operacional;304 Falla Eléctrica;404 Relacionado a Mantenimiento;22:30:00;22:45:00;0,25;RTG02_;RTG02.24.600.205;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;9;3;0,75;;;
AO;Operativa;Rubber Tyred Gantry Crane - K24;Operator Cabin [RTG08.01];Operator Cabin-Console/Display/Joystick [RTG08.01.099];APAGADO DRIVERS;Operador indica que no puede encender drives. Se le da indicaciones para que coloque joystick en posición central y queda operativa;102 OPERACIONES;602 Pérdida de desempeño;203 Impacto Operacional;303 Falla de Control;404 Relacionado a Mantenimiento;22:30:00;22:50:00;0,33;RTG08_;RTG08.01.099;jueves, 8 de junio de 2023;jueves, 8 de junio de 2023;23;9;3;1;;;
